ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
1_100_1006_6_4;Scope 1;Fuels;Gaseous fuels;Other petroleum gas;;;kWh (Gross CV);kg CO2e of N2O per unit;0,00009;"call _emissionsRefInsert('Gaseous fuels Other petroleum gas','Fuels','tonnes','1_100_1007_15_1');";;
1_100_1007_15_1;Scope 1;Fuels;Gaseous fuels;Propane;;;tonnes;kgCO2e;2997,63233;"call _emissionsRefInsert('Fuels','Gaseous fuels','Propane','tonnes','kgCO2e','Scope 1','2997,63233', '1_100_1007_15_1');";;
1_100_1007_15_2;Scope 1;Fuels;Gaseous fuels;Propane;;;tonnes;kg CO2e of CO2 per unit;2993,40000;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','tonnes','1_100_1007_15_3');";;
1_100_1007_15_3;Scope 1;Fuels;Gaseous fuels;Propane;;;tonnes;kg CO2e of CH4 per unit;2,58720;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','tonnes','1_100_1007_15_4');";;
1_100_1007_15_4;Scope 1;Fuels;Gaseous fuels;Propane;;;tonnes;kg CO2e of N2O per unit;1,64513;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','litres','1_100_1007_8_1');";;
1_100_1007_8_1;Scope 1;Fuels;Gaseous fuels;Propane;;;litres;kgCO2e;1,54357;"call _emissionsRefInsert('Fuels','Gaseous fuels','Propane','litres','kgCO2e','Scope 1','1,54357', '1_100_1007_8_1');";;
1_100_1007_8_2;Scope 1;Fuels;Gaseous fuels;Propane;;;litres;kg CO2e of CO2 per unit;1,54140;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','litres','1_100_1007_8_3');";;
1_100_1007_8_3;Scope 1;Fuels;Gaseous fuels;Propane;;;litres;kg CO2e of CH4 per unit;0,00133;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','litres','1_100_1007_8_4');";;
1_100_1007_8_4;Scope 1;Fuels;Gaseous fuels;Propane;;;litres;kg CO2e of N2O per unit;0,00084;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Net CV)','1_100_1007_7_1');";;
1_100_1007_7_1;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Net CV);kgCO2e;0,23257;"call _emissionsRefInsert('Fuels','Gaseous fuels','Propane','kWh (Net CV)','kgCO2e','Scope 1','0,23257', '1_100_1007_7_1');";;
1_100_1007_7_2;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Net CV);kg CO2e of CO2 per unit;0,23225;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Net CV)','1_100_1007_7_3');";;
1_100_1007_7_3;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Net CV);kg CO2e of CH4 per unit;0,00020;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Net CV)','1_100_1007_7_4');";;
1_100_1007_7_4;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Net CV);kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Gross CV)','1_100_1007_6_1');";;
1_100_1007_6_1;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Gross CV);kgCO2e;0,21411;"call _emissionsRefInsert('Fuels','Gaseous fuels','Propane','kWh (Gross CV)','kgCO2e','Scope 1','0,21411', '1_100_1007_6_1');";;
1_100_1007_6_2;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Gross CV);kg CO2e of CO2 per unit;0,21381;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Gross CV)','1_100_1007_6_3');";;
1_100_1007_6_3;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00018;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','kWh (Gross CV)','1_100_1007_6_4');";;
1_100_1007_6_4;Scope 1;Fuels;Gaseous fuels;Propane;;;kWh (Gross CV);kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Gaseous fuels Propane','Fuels','tonnes','1_101_1008_15_1');";;
1_101_1008_15_1;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;tonnes;kgCO2e;3193,69480;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation spirit','tonnes','kgCO2e','Scope 1','3193,6948', '1_101_1008_15_1');";;
1_101_1008_15_2;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;tonnes;kg CO2e of CO2 per unit;3127,67000;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','tonnes','1_101_1008_15_3');";;
1_101_1008_15_3;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;tonnes;kg CO2e of CH4 per unit;39,52480;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','tonnes','1_101_1008_15_4');";;
1_101_1008_15_4;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;tonnes;kg CO2e of N2O per unit;26,50000;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','litres','1_101_1008_8_1');";;
1_101_1008_8_1;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;litres;kgCO2e;2,33116;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation spirit','litres','kgCO2e','Scope 1','2,33116', '1_101_1008_8_1');";;
1_101_1008_8_2;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;litres;kg CO2e of CO2 per unit;2,28297;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','litres','1_101_1008_8_3');";;
1_101_1008_8_3;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;litres;kg CO2e of CH4 per unit;0,02885;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','litres','1_101_1008_8_4');";;
1_101_1008_8_4;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;litres;kg CO2e of N2O per unit;0,01934;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Net CV)','1_101_1008_7_1');";;
1_101_1008_7_1;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Net CV);kgCO2e;0,25666;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation spirit','kWh (Net CV)','kgCO2e','Scope 1','0,25666', '1_101_1008_7_1');";;
1_101_1008_7_2;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Net CV);kg CO2e of CO2 per unit;0,25135;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Net CV)','1_101_1008_7_3');";;
1_101_1008_7_3;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Net CV);kg CO2e of CH4 per unit;0,00318;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Net CV)','1_101_1008_7_4');";;
1_101_1008_7_4;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Net CV);kg CO2e of N2O per unit;0,00213;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Gross CV)','1_101_1008_6_1');";;
1_101_1008_6_1;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Gross CV);kgCO2e;0,24382;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation spirit','kWh (Gross CV)','kgCO2e','Scope 1','0,24382', '1_101_1008_6_1');";;
1_101_1008_6_2;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Gross CV);kg CO2e of CO2 per unit;0,23878;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Gross CV)','1_101_1008_6_3');";;
1_101_1008_6_3;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00301;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','kWh (Gross CV)','1_101_1008_6_4');";;
1_101_1008_6_4;Scope 1;Fuels;Liquid fuels;Aviation spirit;;;kWh (Gross CV);kg CO2e of N2O per unit;0,00203;"call _emissionsRefInsert('Liquid fuels Aviation spirit','Fuels','tonnes','1_101_1009_15_1');";;
1_101_1009_15_1;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;tonnes;kgCO2e;3178,36520;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation turbine fuel','tonnes','kgCO2e','Scope 1','3178,3652', '1_101_1009_15_1');";;
1_101_1009_15_2;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;tonnes;kg CO2e of CO2 per unit;3149,67000;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','tonnes','1_101_1009_15_3');";;
1_101_1009_15_3;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;tonnes;kg CO2e of CH4 per unit;2,19520;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','tonnes','1_101_1009_15_4');";;
1_101_1009_15_4;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;tonnes;kg CO2e of N2O per unit;26,50000;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','litres','1_101_1009_8_1');";;
1_101_1009_8_1;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;litres;kgCO2e;2,54269;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation turbine fuel','litres','kgCO2e','Scope 1','2,54269', '1_101_1009_8_1');";;
1_101_1009_8_2;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;litres;kg CO2e of CO2 per unit;2,51973;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','litres','1_101_1009_8_3');";;
1_101_1009_8_3;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;litres;kg CO2e of CH4 per unit;0,00176;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','litres','1_101_1009_8_4');";;
1_101_1009_8_4;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;litres;kg CO2e of N2O per unit;0,02120;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Net CV)','1_101_1009_7_1');";;
1_101_1009_7_1;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Net CV);kgCO2e;0,26061;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation turbine fuel','kWh (Net CV)','kgCO2e','Scope 1','0,26061', '1_101_1009_7_1');";;
1_101_1009_7_2;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Net CV);kg CO2e of CO2 per unit;0,25826;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Net CV)','1_101_1009_7_3');";;
1_101_1009_7_3;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Net CV);kg CO2e of CH4 per unit;0,00018;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Net CV)','1_101_1009_7_4');";;
1_101_1009_7_4;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Net CV);kg CO2e of N2O per unit;0,00217;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Gross CV)','1_101_1009_6_1');";;
1_101_1009_6_1;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Gross CV);kgCO2e;0,24758;"call _emissionsRefInsert('Fuels','Liquid fuels','Aviation turbine fuel','kWh (Gross CV)','kgCO2e','Scope 1','0,24758', '1_101_1009_6_1');";;
1_101_1009_6_2;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Gross CV);kg CO2e of CO2 per unit;0,24535;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Gross CV)','1_101_1009_6_3');";;
1_101_1009_6_3;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00017;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','kWh (Gross CV)','1_101_1009_6_4');";;
1_101_1009_6_4;Scope 1;Fuels;Liquid fuels;Aviation turbine fuel;;;kWh (Gross CV);kg CO2e of N2O per unit;0,00206;"call _emissionsRefInsert('Liquid fuels Aviation turbine fuel','Fuels','tonnes','1_101_1010_15_1');";;
1_101_1010_15_1;Scope 1;Fuels;Liquid fuels;Burning oil;;;tonnes;kgCO2e;3165,04181;"call _emissionsRefInsert('Fuels','Liquid fuels','Burning oil','tonnes','kgCO2e','Scope 1','3165,04181', '1_101_1010_15_1');";;
1_101_1010_15_2;Scope 1;Fuels;Liquid fuels;Burning oil;;;tonnes;kg CO2e of CO2 per unit;3149,67000;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','tonnes','1_101_1010_15_3');";;
1_101_1010_15_3;Scope 1;Fuels;Liquid fuels;Burning oil;;;tonnes;kg CO2e of CH4 per unit;8,40000;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','tonnes','1_101_1010_15_4');";;
1_101_1010_15_4;Scope 1;Fuels;Liquid fuels;Burning oil;;;tonnes;kg CO2e of N2O per unit;6,97181;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','litres','1_101_1010_8_1');";;
1_101_1010_8_1;Scope 1;Fuels;Liquid fuels;Burning oil;;;litres;kgCO2e;2,54015;"call _emissionsRefInsert('Fuels','Liquid fuels','Burning oil','litres','kgCO2e','Scope 1','2,54015', '1_101_1010_8_1');";;
1_101_1010_8_2;Scope 1;Fuels;Liquid fuels;Burning oil;;;litres;kg CO2e of CO2 per unit;2,52782;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','litres','1_101_1010_8_3');";;
1_101_1010_8_3;Scope 1;Fuels;Liquid fuels;Burning oil;;;litres;kg CO2e of CH4 per unit;0,00674;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','litres','1_101_1010_8_4');";;
1_101_1010_8_4;Scope 1;Fuels;Liquid fuels;Burning oil;;;litres;kg CO2e of N2O per unit;0,00559;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Net CV)','1_101_1010_7_1');";;
1_101_1010_7_1;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Net CV);kgCO2e;0,25975;"call _emissionsRefInsert('Fuels','Liquid fuels','Burning oil','kWh (Net CV)','kgCO2e','Scope 1','0,25975', '1_101_1010_7_1');";;
1_101_1010_7_2;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Net CV);kg CO2e of CO2 per unit;0,25849;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Net CV)','1_101_1010_7_3');";;
1_101_1010_7_3;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Net CV);kg CO2e of CH4 per unit;0,00069;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Net CV)','1_101_1010_7_4');";;
1_101_1010_7_4;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Net CV);kg CO2e of N2O per unit;0,00057;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Gross CV)','1_101_1010_6_1');";;
1_101_1010_6_1;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Gross CV);kgCO2e;0,24677;"call _emissionsRefInsert('Fuels','Liquid fuels','Burning oil','kWh (Gross CV)','kgCO2e','Scope 1','0,24677', '1_101_1010_6_1');";;
1_101_1010_6_2;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Gross CV);kg CO2e of CO2 per unit;0,24557;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Gross CV)','1_101_1010_6_3');";;
1_101_1010_6_3;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00066;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','kWh (Gross CV)','1_101_1010_6_4');";;
1_101_1010_6_4;Scope 1;Fuels;Liquid fuels;Burning oil;;;kWh (Gross CV);kg CO2e of N2O per unit;0,00054;"call _emissionsRefInsert('Liquid fuels Burning oil','Fuels','tonnes','1_101_1011_15_1');";;
1_101_1011_15_1;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;tonnes;kgCO2e;3014,09462;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (average biofuel blend)','tonnes','kgCO2e','Scope 1','3014,09462', '1_101_1011_15_1');";;
1_101_1011_15_2;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;tonnes;kg CO2e of CO2 per unit;2974,86000;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','tonnes','1_101_1011_15_3');";;
1_101_1011_15_3;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;tonnes;kg CO2e of CH4 per unit;0,34720;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','tonnes','1_101_1011_15_4');";;
1_101_1011_15_4;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;tonnes;kg CO2e of N2O per unit;38,88742;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','litres','1_101_1011_8_1');";;
1_101_1011_8_1;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;litres;kgCO2e;2,51279;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (average biofuel blend)','litres','kgCO2e','Scope 1','2,51279', '1_101_1011_8_1');";;
1_101_1011_8_2;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;litres;kg CO2e of CO2 per unit;2,47960;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','litres','1_101_1011_8_3');";;
1_101_1011_8_3;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;litres;kg CO2e of CH4 per unit;0,00029;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','litres','1_101_1011_8_4');";;
1_101_1011_8_4;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;litres;kg CO2e of N2O per unit;0,03290;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Net CV)','1_101_1011_7_1');";;
1_101_1011_7_1;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Net CV);kgCO2e;0,25403;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (average biofuel blend)','kWh (Net CV)','kgCO2e','Scope 1','0,25403', '1_101_1011_7_1');";;
1_101_1011_7_2;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Net CV);kg CO2e of CO2 per unit;0,25070;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Net CV)','1_101_1011_7_3');";;
1_101_1011_7_3;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Net CV);kg CO2e of CH4 per unit;0,00003;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Net CV)','1_101_1011_7_4');";;
1_101_1011_7_4;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Net CV);kg CO2e of N2O per unit;0,00330;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Gross CV)','1_101_1011_6_1');";;
1_101_1011_6_1;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Gross CV);kgCO2e;0,23902;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (average biofuel blend)','kWh (Gross CV)','kgCO2e','Scope 1','0,23902', '1_101_1011_6_1');";;
1_101_1011_6_2;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Gross CV);kg CO2e of CO2 per unit;0,23590;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Gross CV)','1_101_1011_6_3');";;
1_101_1011_6_3;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','kWh (Gross CV)','1_101_1011_6_4');";;
1_101_1011_6_4;Scope 1;Fuels;Liquid fuels;Diesel (average biofuel blend);;;kWh (Gross CV);kg CO2e of N2O per unit;0,00310;"call _emissionsRefInsert('Liquid fuels Diesel (average biofuel blend)','Fuels','tonnes','1_101_1012_15_1');";;
1_101_1012_15_1;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;tonnes;kgCO2e;3203,91143;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (100% mineral diesel)','tonnes','kgCO2e','Scope 1','3203,91143', '1_101_1012_15_1');";;
1_101_1012_15_2;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;tonnes;kg CO2e of CO2 per unit;3164,33000;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','tonnes','1_101_1012_15_3');";;
1_101_1012_15_3;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;tonnes;kg CO2e of CH4 per unit;0,34720;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','tonnes','1_101_1012_15_4');";;
1_101_1012_15_4;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;tonnes;kg CO2e of N2O per unit;39,23423;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','litres','1_101_1012_8_1');";;
1_101_1012_8_1;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;litres;kgCO2e;2,66155;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (100% mineral diesel)','litres','kgCO2e','Scope 1','2,66155', '1_101_1012_8_1');";;
1_101_1012_8_2;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;litres;kg CO2e of CO2 per unit;2,62818;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','litres','1_101_1012_8_3');";;
1_101_1012_8_3;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;litres;kg CO2e of CH4 per unit;0,00029;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','litres','1_101_1012_8_4');";;
1_101_1012_8_4;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;litres;kg CO2e of N2O per unit;0,03308;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Net CV)','1_101_1012_7_1');";;
1_101_1012_7_1;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Net CV);kgCO2e;0,26808;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (100% mineral diesel)','kWh (Net CV)','kgCO2e','Scope 1','0,26808', '1_101_1012_7_1');";;
1_101_1012_7_2;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Net CV);kg CO2e of CO2 per unit;0,26475;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Net CV)','1_101_1012_7_3');";;
1_101_1012_7_3;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Net CV);kg CO2e of CH4 per unit;0,00003;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Net CV)','1_101_1012_7_4');";;
1_101_1012_7_4;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Net CV);kg CO2e of N2O per unit;0,00330;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Gross CV)','1_101_1012_6_1');";;
1_101_1012_6_1;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Gross CV);kgCO2e;0,25197;"call _emissionsRefInsert('Fuels','Liquid fuels','Diesel (100% mineral diesel)','kWh (Gross CV)','kgCO2e','Scope 1','0,25197', '1_101_1012_6_1');";;
1_101_1012_6_2;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Gross CV);kg CO2e of CO2 per unit;0,24886;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Gross CV)','1_101_1012_6_3');";;
1_101_1012_6_3;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Gross CV);kg CO2e of CH4 per unit;0,00002;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','kWh (Gross CV)','1_101_1012_6_4');";;
1_101_1012_6_4;Scope 1;Fuels;Liquid fuels;Diesel (100% mineral diesel);;;kWh (Gross CV);kg CO2e of N2O per unit;0,00309;"call _emissionsRefInsert('Liquid fuels Diesel (100% mineral diesel)','Fuels','tonnes','1_101_1013_15_1');";;
1_101_1013_15_1;Scope 1;Fuels;Liquid fuels;Fuel oil;;;tonnes;kgCO2e;3228,89019;"call _emissionsRefInsert('Fuels','Liquid fuels','Fuel oil','tonnes','kgCO2e','Scope 1','3228,89019', '1_101_1013_15_1');";;
1_101_1013_15_2;Scope 1;Fuels;Liquid fuels;Fuel oil;;;tonnes;kg CO2e of CO2 per unit;3216,38000;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','tonnes','1_101_1013_15_3');";;
1_101_1013_15_3;Scope 1;Fuels;Liquid fuels;Fuel oil;;;tonnes;kg CO2e of CH4 per unit;5,38720;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','tonnes','1_101_1013_15_4');";;
1_101_1013_15_4;Scope 1;Fuels;Liquid fuels;Fuel oil;;;tonnes;kg CO2e of N2O per unit;7,12299;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','litres','1_101_1013_8_1');";;
1_101_1013_8_1;Scope 1;Fuels;Liquid fuels;Fuel oil;;;litres;kgCO2e;3,17493;"call _emissionsRefInsert('Fuels','Liquid fuels','Fuel oil','litres','kgCO2e','Scope 1','3,17493', '1_101_1013_8_1');";;
1_101_1013_8_2;Scope 1;Fuels;Liquid fuels;Fuel oil;;;litres;kg CO2e of CO2 per unit;3,16262;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','litres','1_101_1013_8_3');";;
1_101_1013_8_3;Scope 1;Fuels;Liquid fuels;Fuel oil;;;litres;kg CO2e of CH4 per unit;0,00530;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','litres','1_101_1013_8_4');";;
1_101_1013_8_4;Scope 1;Fuels;Liquid fuels;Fuel oil;;;litres;kg CO2e of N2O per unit;0,00701;"call _emissionsRefInsert('Liquid fuels Fuel oil','Fuels','kWh (Net CV)','1_101_1013_7_1');";;
1_101_1013_7_1;Scope 1;Fuels;Liquid fuels;Fuel oil;;;kWh (Net CV);kgCO2e;0,28523;"call _emissionsRefInsert('Fuels','Liquid fuels','Fuel oil','kWh (Net CV)','kgCO2e','Scope 1','0,28523', '1_101_1013_7_1');";;
